# id	file_path	transparent_color_r	g	b
[TEXTURES]
1	textures\mario.png	255	255	255
2	textures\misc.png	63	72	204
3	textures\transparent_brick.png	255	0	255
4	textures\fireball.png	0	0	0
5	textures\enemy.png	190	65	171
6	textures\boardgame.png	163	73	164
7	textures\effect.png	0	0	0
8	textures\mario_2.png	255	255	255
9	textures\ongcong.png	255	255	255
10	textures\ongcong_den.png	255	255	255
11	textures\ongcong2.png	255	255	255
# id	left	top	width	height	texture_id
[SPRITES]
# SMALL MARIO
# IDLE FRONT
10001	397	8	16	16	1
# IDLE
10002	254	9	12	15	1
# WALK
10003	254	9	12	15	1
10004	269	8	15	16	1
# SKID
10005	287	8	14	16	1
# RUN
10006	323	8	16	16	1
10007	341	8	16	16	1
# JUMP
10008	304	8	16	16	1
# HIGH JUMP
10009	304	8	16	16	1
#fly small
10010	360	8	16	16	1
#hold
10011	435	8	14	16	1
10012	452	8	15	16	1
10013	254	9	12	15	1
#kick
10014	254	9	12	15	1
10015	470	8	16	16	1
#go down SMALL
10016	397	8	16	16	1
# BIG MARIO
# IDLE FRONT
20001	415	48	16	27	1
# IDLE
20002	197	48	14	27	1
# WALK
20003	197	48	14	27	1
20004	214	48	16	27	1
20005	233	49	16	26	1
# SKID
20006	252	47	16	28	1
# RUN
20007	290	48	19	27	1
20008	312	48	19	27	1
20009	335	49	19	26	1
# JUMP
20010	271	49	16	26	1
# HIGH JUMP
20011	357	49	19	26	1
# CROUCH
20012	379	57	14	18	1
#fly big
20013	357	49	19	26	1
#hold
20014	434	48	14	27	1
20015	451	48	15	27	1
20016	469	49	16	26	1
20017	415	48	16	27	1
#kick
20018	197	48	14	27	1
20019	488	48	21	27	1
#go down BIG
20020	415	48	16	27	1
# RACCOON MARIO
# IDLE FRONT
30001	174	142	16	28	1
# IDLE
30002	80	142	21	28	1
# WALK
30003	80	142	21	28	1
30004	104	142	22	28	1
30005	129	143	23	27	1
# SKID
30006	155	140	16	30	1
# RUN
30007	360	142	24	28	1
30008	387	142	24	28	1
30009	414	143	24	27	1
# JUMP
30010	257	143	23	27	1
# SPEED UP
30011	360	142	24	28	1
30012	387	142	24	28	1
30013	414	143	24	27	1
# FLY
30014	441	143	24	27	1
30015	468	143	24	27	1
30016	495	142	24	28	1
# SPIN
30017	174	142	16	28	1
30018	193	142	23	28	1
30019	219	142	16	28	1
# CROUCH
30020	522	152	22	18	1
# SPIN
30021	174	142	16	28	1
30022	193	142	23	28	1
30023	219	142	16	28	1
30024	78	107	23	28	1
# FLY raccoon
30025	441	143	24	27	1
30026	468	143	24	27	1
30027	495	142	24	28	1
# hold
30028	566	142	21	28	1
30029	590	142	22	28	1
30030	615	143	23	27	1
#kick
30031	80	142	21	28	1
30032	641	142	22	28	1
# FALLING SLOWLY
30033	283	143	23	27	1
30034	309	143	23	27	1
30035	335	142	22	28	1
#go down RACCOON
30036	174	142	16	28	1
# FIRE MARIO
# IDLE
40001	206	109	14	27	1
# WALK
40002	223	109	16	27	1
40003	242	110	16	26	1
# SKID
40004	261	108	16	28	1
# THROW
40005	280	109	14	27	1
40006	297	109	14	27	1
# RUN
40007	333	109	19	27	1
40008	355	109	19	27	1
40009	378	110	19	26	1
# JUMP
40010	314	110	16	26	1
# HIGH JUMP
40011	400	110	19	26	1
# CROUCH
40012	422	118	14	18	1
# THROW
40013	280	109	14	27	1
40014	297	109	14	27	1
#fly
40015	400	110	19	26	1
#hold
40016	477	109	14	27	1
40017	494	109	15	27	1
40018	512	110	16	26	1
40019	458	109	16	27	1
#kick
40020	206	109	14	27	1
40021	531	109	21	27	1
#fly and throw
40022	400	110	19	26	1
40023	555	109	19	27	1
40024	621	109	18	27	1
#go down FIREEE
40025	458	109	16	27	1
#QUESTION BRICK
50001	157	188	16	16	2
50002	176	188	16	16	2
50003	196	188	16	16	2
50004	215	188	16	16	2
50005	235	188	16	16	2
#BRICK COLLSION
60001	0	0	16	16	3
#FIRE BALL
70001	0	1	9	9	4
70002	11	0	9	9	4
70003	22	1	9	9	4
70004	33	0	9	9	4
#COIN
16001	294	101	8	14	2
16002	307	101	8	14	2
16003	319	101	8	14	2
# STATIC COIN
18001	334	100	14	16	2
18002	353	100	14	16	2
18003	371	100	14	16	2
18004	292	100	14	16	2
#LEAF
11001	180	123	16	14	2
#MUSHROOM
12001	156	121	16	16	2
#ENEMY
#TAN GOOMBA
# walking
80001	9	11	16	16	5	
80002	32	11	16	16	5

#die
80003	54	18	16	9	5

# RED GOOMBA
# walking
80004	104	70	 16	16	5
80005	125	70	 16	16	5

# die
80006	145	77	 16	9	5

# walking swings
80007	66	35	 20	24	5
80008	90	35	 20	24	5
80009	116	35	 20	24	5
80010	140	35	 20	24	5

80011	116	40	20	19	5
80012	140	40	20	19	5

# RED KOOPA
# walking
90001	28	67	 16	26	5
90002	47	66	 16	27	5

# die
90003	29	97	 16	16	5
90004	50	96	 16	16	5
90005	71	96	 16	16	5

#walking swings
90006	105	93	 16	27	5
90007	126	94	 16	26	5
90008	147	93	 16	27	5

# GREEN KOOPA
# walking
90009	31	119	 16	26	5
90010	50	118	 16	27	5

# die
90011	32	149	 16	16	5
90012	53	148	 16	16	5
90013	74	148	 16	16	5

# walking swings
90014	105	129	 16	27	5
90015	126	130	 16	26	5
90016	147	129	 16	27	5

# FLOWER
#====RED FIRE FLOWER=====
13001	7	33	 16	32	5
13002	7	71	 16	32	5
#====GREEN FIRE FLOWER=====
14001	6	166	 16	24	5
14002	6	195	 16	24	5
#====GREEN FLOWER========
15001	7	108	 16	23	5
15002	7	137	 16	24	5

#EFFECT
# TRANSFORM LEVEL UP
17001	76	3	12	12	7
17002	94	4	12	10	7
17003	38	1	16	16	7
17004	58	3	12	12	7

# ENEMY DIE BY TAIL
22001	2	1	16	16	7
22002	20	1	16	16	7
22003	2	19	16	16	7
22004	20	19	16	16	7

#GROW_UP
19001	143	57	14	19	8
21001	0	0	32	48	11

#ONGCONGDEN
24001	0	0	32	32	10

#POINT
#100
25001	60	88	13	10	6

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO =========
#SMALL MARIO
#idle right
101	10002	100
#idle left
102	10002	100
#walk right
103	10003	70	10004	70
#walk left
104	10003	70	10004	70
#jump right
105	10008	100
#jump left
106	10008	100
#high jump right
107	10009	100
#high jump left
108	10009	100
#falling
109	10004	100
#skid
110	10005	100
#run
111	10006	30	10007	30
#fly
112	10010	100
#hold
113	10011	100	10012	100
#kick
114	10014	20	10015	100
#hold idle
115	10011	50
#go down
116	10016	50

#BIG MARIO
#idle right
201	20002	100
#idle left
202	20002	100
#walk right
203	20003	70	20004	70	20005	70
#walk left
204	20003	70	20004	70	20005	70
#jump right
205	20010	100
#jump left
206	20010	100
#high jump right
207	20010	100
#high jump left
208	20010	100
#falling
209	20005	100
#crouch
210	20012	100
#run
211	20007	30	20008	30	20009	30
#skid
212	20006	100
#fly
213	20013	100
#hold
214	20014	50	20015	50	20016	50
#kick
215	20018	20	20019	100
#hold idle
216	20014	50
#go down
217	20020	50

#RACCOON MARIO
#idle right
301	30002	100
#idle left
302	30002	100
#walk right
303	30003	70	30004	70	30005	70
#walk left
304	30003	70	30004	70	30005	70
#jump right
305	30010	100
#jump left
306	30010	100
#high jump right
307	30010	100
#high jump left
308	30010	100
#falling
309	30005	100
#crouch
310	30020	100
#run
311	30007	30	30008	30	30009	30
#skid
312	30006	100
#fly
313	30025	100	30026	100	30027	100
#speed up
314	30011	100	30012	100	30013	100
#fly
315	30014	100	30015	100	30016	100
#spin
316	30024	50	30021	50	30022	50	30023	50	30024	50
#hold
317	30028	50	30029	50	30030	50
#kick
318	30031	20	30032	100
#fallingslowly
319	30033	50	30034	50	30035	50
#hold ilde
320	30028	50
#go down
321	30036	50

#FIRE MARIO
#idle right
401	40001	100
#idle left
402	40001	100
#walk right
403	40001	70	40002	70	40003	70
#walk left
404	40001	70	40002	70	40003	70
#jump right
405	40010	100
#jump left
406	40010	100
#high jump right
407	40010	100
#high jump left
408	40010	100
#crouch
409	40012	100
#run
410	40007	30	40008	30	40009	30
#skid
411	40004	100
#fly
412	40015	100
#throw
413	40013	50	40014	50
#hold
414	40016	50	40017	50	40018	50
#kick
415	40020	20	40021	100
#fly and throw
416	40022	50	40023	50	40024	50
#hold idle
417	40016	50
#go down
418	40025	50
#FIREBALL
#rolling
701	70001	50	70002	50	70003	50	70004	50
# ==== QUESTION BRICK =========
501	50001	50	50001	50	50002	50	50003	50	50004	50
502	50005	100
# ==== BRICK COLLISION ===========
601	60001	100
# ==== ENEMY COLLISION ===========
# ==== GOOMBA ========
# walking
801	80001	100	80002	100
# die
802	80003	100
# ==== RED GOOMBA =====
# walking
803	80004	100	80005	100
# die
804	80006	100
# walking with swings
805	80007	100	80008	100	80009	100	80010	100
806	80011	100	80012	100

# ==== RED KOOPA ========
#walking
901	90001	100	90002	100
# die
902	90003	100
# spin die kick
903	90003	100	90004	100	90005	100
# walking with swings
904	90006	100	90007	100	90008	100

# ==== GREEN KOOPA =====
# walking
905	90009	100	90010	100
# die
906	90011	100
# spin
907	90011	100	90012	100	90013	100
# walking with swings
908	90014	100	90015	100	90016	100

#========COIN=======
1601	16001	50	16002	50	16003	50
#========LEAF======
1101	11001	50
#========MUSHROOM===
1201	12001	50
#=======FLOWER=======
#====RED FIRE FLOWER
1301	13001	50
1302	13002	50
#====GREEN FIRE FLOWER
1401	14001	50
1402	14002	50
#====GREEN FLOWER
1501	15001	50
1502	15002	50

# ==== EFFECT ATTACKED OR HAVE BONUS ====
1701	17001	100	17002	100	17003	100	17004	100	17001	100	17002	100
# ENEMY DIE BY TAIL
2201	22004	2	22001	2	22004	2	22003	2	22002	2	22003	2	22004	2	22001	2	22004	2
#FIREBALL DIE
2301	17003	30	17004	30	17002	30

# == GROW_UP_MARIO =============
#1901	10002	100	10002	100	10002	100	20002	100	20002	100
1901	10002	500	19001	500	10002	500	19001	500	10002	500	19001	500	20002	500	19001	500	20002	500
#===STATIC COIN
1801	18001	100	18002	100	18003	100	18004	100
2101	21001	100

#==== POINTT========
2501	25001	50

#ONGCONGDEN
2401	24001	50


# id	ani1	ani2	ani3
[ANIMATION_SETS]
# MARIO
1	101	102	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418
# QUESTION BRICK 
2	501	502
# BRICK COLLISION
3	601
# FIREBALL ROLLING
4	701
# GOOMBA
5	801	802	803	804	805	806
# KOOPA
6	901	902	903	904	905	906	907	908
#COINN
7	1601	1801
#LEAF
8	1101
#MUSHROOM
9	1201
#FLOWERRRR
10	1301	1302	1401	1402	1501	1502
#EFFECT
11	1701	1901	2201	2301
12	2101
#ONGCONGDEN
13	2401
#POINTTT
14	2501

