# id	file_path	transparent_color_r	g	b
[TEXTURES]
1	textures\mario.png	255	255	255
2	textures\misc.png	176	224	248
3	textures\transparent_brick.png	255	0	255
4	textures\fireball.png	0	0	0
# id	left	top	width	height	texture_id
[SPRITES]
# SMALL MARIO
# IDLE FRONT
10001	397	8	16	16	1
# IDLE
10002	254	9	12	15	1
# WALK
10003	254	9	12	15	1
10004	269	8	15	16	1
# SKID
10005	287	8	14	16	1
# RUN
10006	323	8	16	16	1
10007	341	8	16	16	1
# JUMP
10008	304	8	16	16	1
# HIGH JUMP
10009	304	8	16	16	1
#fly small
10010	360	8	16	16	1
# BIG MARIO
# IDLE FRONT
20001	415	48	16	27	1
# IDLE
20002	197	48	14	27	1
# WALK
20003	197	48	14	27	1
20004	214	48	16	27	1
20005	233	49	16	26	1
# SKID
20006	252	47	16	28	1
# RUN
20007	290	48	19	27	1
20008	312	48	19	27	1
20009	335	49	19	26	1
# JUMP
20010	271	49	16	26	1
# HIGH JUMP
20011	357	49	19	26	1
# CROUCH
20012	379	57	14	18	1
#fly big
20013	357	49	19	26	1
# RACCOON MARIO
# IDLE FRONT
30001	174	142	16	28	1
# IDLE
30002	80	142	21	28	1
# WALK
30003	80	142	21	28	1
30004	104	142	22	28	1
30005	129	143	23	27	1
# SKID
30006	155	140	16	30	1
# RUN
30007	360	142	24	28	1
30008	387	142	24	28	1
30009	414	143	24	27	1
# JUMP
30010	257	143	23	27	1
# SPEED UP
30011	360	142	24	28	1
30012	387	142	24	28	1
30013	414	143	24	27	1
# FLY
30014	441	143	24	27	1
30015	468	143	24	27	1
30016	495	142	24	28	1
# SPIN
30017	174	142	16	28	1
30018	193	142	23	28	1
30019	219	142	16	28	1
# CROUCH
30020	522	152	22	18	1
# SPIN
30021	174	142	16	28	1
30022	193	142	23	28	1
30023	219	142	16	28	1
30024	78	107	23	28	1
# FLY raccoon
30025	441	143	24	27	1
30026	468	143	24	27	1
30027	495	142	24	28	1
# FIRE MARIO
# IDLE
40001	206	109	14	27	1
# WALK
40002	223	109	16	27	1
40003	242	110	16	26	1
# SKID
40004	261	108	16	28	1
# THROW
40005	280	109	14	27	1
40006	297	109	14	27	1
# RUN
40007	333	109	19	27	1
40008	355	109	19	27	1
40009	378	110	19	26	1
# JUMP
40010	314	110	16	26	1
# HIGH JUMP
40011	400	110	19	26	1
# CROUCH
40012	422	118	14	18	1
# THROW
40013	280	109	14	27	1
40014	297	109	14	27	1
#fly
40015	400	110	19	26	1

#QUESTION BRICK
50001	300	117	16	16	2
50002	318	117	16	16	2
50003	336	117	16	16	2
50004	355	117	15	16	2
#FIRE BALL
70001	0	1	9	9	4
70002	11	0	9	9	4
70003	22	1	9	9	4
70004	33	0	9	9	4
#BRICK COLLSION
60001	0	0	16	16	3

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO =========
#SMALL MARIO
#idle right
101	10002	100
#idle left
102	10002	100
#walk right
103	10003	100	10004	100
#walk left
104	10003	100	10004	100
#jump right
105	10008	100
#jump left
106	10008	100
#high jump right
107	10009	100
#high jump left
108	10009	100
#falling
109	10004	100
#skid
110	10005	100
#run
111	10006	30	10007	30
#fly
112	10010	100

#BIG MARIO
#idle right
201	20002	100
#idle left
202	20002	100
#walk right
203	20003	100	20004	100	20005	100
#walk left
204	20003	100	20004	100	20005	100
#jump right
205	20010	100
#jump left
206	20010	100
#high jump right
207	20010	100
#high jump left
208	20010	100
#falling
209	20005	100
#crouch
210	20012	100
#run
211	20007	30	20008	30	20009	30
#skid
212	20006	100
#fly
213	20013	100

#RACCOON MARIO
#idle right
301	30002	100
#idle left
302	30002	100
#walk right
303	30003	100	30004	100	30005	100
#walk left
304	30003	100	30004	100	30005	100
#jump right
305	30010	100
#jump left
306	30010	100
#high jump right
307	30010	100
#high jump left
308	30010	100
#falling
309	30005	100
#crouch
310	30020	100
#run
311	30007	30	30008	30	30009	30
#skid
312	30006	100
#fly
313	30025	100	30026	100	30027	100
#speed up
314	30011	100	30012	100	30013	100
#fly
315	30014	100	30015	100	30016	100
#spin
316	30024	50	30021	50	30022	50	30023	50	30024	50
#FIRE MARIO
#idle right
401	40001	100
#idle left
402	40001	100
#walk right
403	40002	100	40003	100
#walk left
404	40002	100	40003	100
#jump right
405	40010	100
#jump left
406	40010	100
#high jump right
407	40011	100
#high jump left
408	40011	100
#crouch
409	40012	100
#run
410	40007	30	40008	30	40009	30
#skid
411	40004	100
#fly
412	40015	100
#throw
413	40013	100	40014	100
#FIREBALL
#rolling
701	70001	400	70002	400	70003	400	70004	400
# ==== QUESTION BRICK =========
501	50001	100	50001	100	50002	100	50003	100	50004	100
# BRICK COLLISION
601	60001	100

# id	ani1	ani2	ani3
[ANIMATION_SETS]
# MARIO
1	101	102	102	103	104	105	106	107	108	109	110	111	112	201	202	203	204	205	206	207	208	209	210	211	212	213	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	401	402	403	404	405	406	407	408	409	410	411	412	413
# QUESTION BRICK 
2	501
# BRICK COLLISION
3	601
#FIREBALL ROLLING
4	701

